SalesID,AddressID,ShipMode,ShipDate
S0000004739,A002324,Standard Class,2015-02-24
S0000004740,A002324,Standard Class,2015-02-24
S0000004741,A002325,Standard Class,2017-11-16
S0000004742,A002325,Standard Class,2017-11-16
S0000004743,A002325,Standard Class,2017-11-16
S0000004744,A002326,Same Day,2017-03-05
S0000004745,A002326,Same Day,2017-03-05
S0000004746,A002326,Same Day,2017-03-05
S0000004747,A002326,Same Day,2017-03-05
S0000004748,A002327,Same Day,2016-03-03
S0000004749,A002327,Same Day,2016-03-03
S0000004750,A002328,First Class,2016-12-25
S0000004751,A002329,First Class,2016-10-09
S0000004752,A002330,Standard Class,2016-12-13
S0000004753,A002331,Standard Class,2017-11-24
S0000004754,A002332,Standard Class,2015-12-16
S0000004755,A002333,Standard Class,2017-02-08
S0000004756,A002333,Standard Class,2017-02-08
S0000004757,A002334,Standard Class,2017-09-25
S0000004758,A002335,Standard Class,2017-05-05
S0000004759,A001164,Standard Class,2014-11-07
S0000004760,A001164,Standard Class,2014-11-07
S0000004761,A001164,Standard Class,2014-11-07
S0000004762,A000363,Standard Class,2017-01-04
S0000004763,A000363,Standard Class,2017-01-04
S0000004764,A002336,Standard Class,2014-09-21
S0000004765,A000385,First Class,2017-11-27
S0000004766,A002337,Standard Class,2015-04-28
S0000004767,A002338,First Class,2015-03-12
S0000004768,A002338,First Class,2015-03-12
S0000004769,A002339,Same Day,2017-06-03
S0000004770,A002340,Second Class,2016-09-24
S0000004771,A002340,Second Class,2016-09-24
S0000004772,A002341,Second Class,2014-11-03
S0000004773,A002342,Standard Class,2017-11-27
S0000004774,A002342,Standard Class,2017-11-27
S0000004775,A002342,Standard Class,2017-11-27
S0000004776,A002343,Standard Class,2017-11-21
S0000004777,A002344,Second Class,2016-02-23
S0000004778,A002344,Second Class,2016-02-23
S0000004779,A002345,Standard Class,2017-11-11
S0000004780,A002346,First Class,2014-07-10
S0000004781,A000131,Standard Class,2014-11-12
S0000004782,A000131,Standard Class,2014-11-12
S0000004783,A000131,Standard Class,2014-11-12
S0000004784,A002347,Standard Class,2017-02-01
S0000004785,A002348,Standard Class,2015-12-16
S0000004786,A002348,Standard Class,2015-12-16
S0000004787,A002348,Standard Class,2015-12-16
S0000004788,A002348,Standard Class,2015-12-16
S0000004789,A002348,Standard Class,2015-12-16
S0000004790,A002348,Standard Class,2015-12-16
S0000004791,A002348,Standard Class,2015-12-16
S0000004792,A002348,Standard Class,2015-12-16
S0000004793,A002348,Standard Class,2015-12-16
S0000004794,A002349,Standard Class,2015-07-04
S0000004795,A002350,Standard Class,2015-03-23
S0000004796,A002351,Standard Class,2015-08-17
S0000004797,A002352,Standard Class,2016-05-19
S0000004798,A002352,Standard Class,2016-05-19
S0000004799,A002352,Standard Class,2016-05-19
S0000004800,A002352,Standard Class,2016-05-19
S0000004801,A002352,Standard Class,2016-05-19
S0000004802,A002352,Standard Class,2016-05-19
S0000004803,A002352,Standard Class,2016-05-19
S0000004804,A002353,Second Class,2017-07-17
S0000004805,A002353,Second Class,2017-07-17
S0000004806,A002354,Second Class,2015-11-25
S0000004807,A002354,Second Class,2015-11-25
S0000004808,A002354,Second Class,2015-11-25
S0000004809,A002355,Standard Class,2014-11-28
S0000004810,A002356,First Class,2015-12-30
S0000004811,A002356,First Class,2015-12-30
S0000004812,A001538,Second Class,2016-11-19
S0000004813,A001538,Second Class,2016-11-19
S0000004814,A001538,Second Class,2016-11-19
S0000004815,A002357,First Class,2016-05-10
S0000004816,A002358,Standard Class,2014-12-31
S0000004817,A002358,Standard Class,2014-12-31
S0000004818,A002358,Standard Class,2014-12-31
S0000004819,A002358,Standard Class,2014-12-31
S0000004820,A002359,Standard Class,2017-06-14
S0000004821,A002360,Standard Class,2015-04-11
S0000004822,A002360,Standard Class,2015-04-11
S0000004823,A002361,Same Day,2016-07-11
S0000004824,A000741,Standard Class,2016-11-26
S0000004825,A000741,Standard Class,2016-11-26
S0000004826,A000741,Standard Class,2016-11-26
S0000004827,A002362,First Class,2017-11-15
S0000004828,A002363,Standard Class,2014-11-08
S0000004829,A002363,Standard Class,2014-11-08
S0000004830,A002364,Standard Class,2016-05-21
S0000004831,A002365,Standard Class,2014-11-12
S0000004832,A002365,Standard Class,2014-11-12
S0000004833,A002365,Standard Class,2014-11-12
S0000004834,A002365,Standard Class,2014-11-12
S0000004835,A002366,Standard Class,2017-10-10
S0000004836,A002366,Standard Class,2017-10-10
S0000004837,A002366,Standard Class,2017-10-10
S0000004838,A002367,First Class,2017-06-03
S0000004839,A002367,First Class,2017-06-03
S0000004840,A002367,First Class,2017-06-03
S0000004841,A002368,Standard Class,2017-11-25
S0000004842,A002369,Standard Class,2016-12-28
S0000004843,A002370,Standard Class,2017-10-04
S0000004844,A002371,First Class,2016-11-09
S0000004845,A002372,First Class,2014-04-05
S0000004846,A002373,Second Class,2015-07-26
S0000004847,A002374,Second Class,2014-06-27
S0000004848,A002374,Second Class,2014-06-27
S0000004849,A002374,Second Class,2014-06-27
S0000004850,A002375,Standard Class,2014-09-14
S0000004851,A002375,Standard Class,2014-09-14
S0000004852,A002375,Standard Class,2014-09-14
S0000004853,A002375,Standard Class,2014-09-14
S0000004854,A002376,Second Class,2014-12-15
S0000004855,A002376,Second Class,2014-12-15
S0000004856,A002376,Second Class,2014-12-15
S0000004857,A000189,Standard Class,2015-01-17
S0000004858,A000189,Standard Class,2015-01-17
S0000004859,A000189,Standard Class,2015-01-17
S0000004860,A002377,Standard Class,2017-12-19
S0000004861,A002378,Standard Class,2016-12-24
S0000004862,A002379,Second Class,2014-04-16
S0000004863,A002380,Standard Class,2016-11-14
S0000004864,A002380,Standard Class,2016-11-14
S0000004865,A002381,Standard Class,2017-06-30
S0000004866,A002382,Standard Class,2017-11-18
S0000004867,A002382,Standard Class,2017-11-18
S0000004868,A002382,Standard Class,2017-11-18
S0000004869,A002382,Standard Class,2017-11-18
S0000004870,A002383,Standard Class,2017-11-29
S0000004871,A002383,Standard Class,2017-11-29
S0000004872,A002384,Standard Class,2017-05-27
S0000004873,A002384,Standard Class,2017-05-27
S0000004874,A002384,Standard Class,2017-05-27
S0000004875,A002384,Standard Class,2017-05-27
S0000004876,A002385,Standard Class,2014-12-07
S0000004877,A002386,Standard Class,2014-10-09
S0000004878,A002386,Standard Class,2014-10-09
S0000004879,A002387,First Class,2016-07-31
S0000004880,A002388,Second Class,2017-11-05
S0000004881,A002388,Second Class,2017-11-05
S0000004882,A002388,Second Class,2017-11-05
S0000004883,A002388,Second Class,2017-11-05
S0000004884,A002389,Standard Class,2017-03-15
S0000004885,A002389,Standard Class,2017-03-15
S0000004886,A002390,Standard Class,2014-12-20
S0000004887,A002391,Second Class,2016-12-01
S0000004888,A002391,Second Class,2016-12-01
S0000004889,A002391,Second Class,2016-12-01
S0000004890,A002391,Second Class,2016-12-01
S0000004891,A002392,Standard Class,2016-12-30
S0000004892,A002392,Standard Class,2016-12-30
S0000004893,A002392,Standard Class,2016-12-30
S0000004894,A002392,Standard Class,2016-12-30
S0000004895,A002392,Standard Class,2016-12-30
S0000004896,A002392,Standard Class,2016-12-30
S0000004897,A002392,Standard Class,2016-12-30
S0000004898,A002393,First Class,2014-10-17
S0000004899,A002393,First Class,2014-10-17
S0000004900,A002394,Standard Class,2016-08-27
S0000004901,A002395,Standard Class,2017-12-21
S0000004902,A002395,Standard Class,2017-12-21
S0000004903,A002396,Standard Class,2017-03-12
S0000004904,A002396,Standard Class,2017-03-12
S0000004905,A002397,Second Class,2014-12-03
S0000004906,A002398,Second Class,2014-10-16
S0000004907,A002398,Second Class,2014-10-16
S0000004908,A002399,Second Class,2014-11-23
S0000004909,A002399,Second Class,2014-11-23
S0000004910,A002400,Standard Class,2017-01-18
S0000004911,A002400,Standard Class,2017-01-18
S0000004912,A002400,Standard Class,2017-01-18
S0000004913,A002400,Standard Class,2017-01-18
S0000004914,A002400,Standard Class,2017-01-18
S0000004915,A002401,Second Class,2015-09-26
S0000004916,A002401,Second Class,2015-09-26
S0000004917,A002402,Second Class,2017-10-11
S0000004918,A002402,Second Class,2017-10-11
S0000004919,A002403,Standard Class,2016-01-07
S0000004920,A002403,Standard Class,2016-01-07
S0000004921,A002404,Standard Class,2017-08-23
S0000004922,A002405,Second Class,2017-12-29
S0000004923,A002405,Second Class,2017-12-29
S0000004924,A002405,Second Class,2017-12-29
S0000004925,A002405,Second Class,2017-12-29
S0000004926,A002406,First Class,2017-09-13
S0000004927,A002407,Standard Class,2017-10-23
S0000004928,A002408,Standard Class,2017-12-06
S0000004929,A002408,Standard Class,2017-12-06
S0000004930,A002409,First Class,2014-09-03
S0000004931,A002409,First Class,2014-09-03
S0000004932,A002410,Standard Class,2017-03-30
S0000004933,A002411,Standard Class,2015-10-04
S0000004934,A002411,Standard Class,2015-10-04
S0000004935,A002411,Standard Class,2015-10-04
S0000004936,A002412,Standard Class,2015-03-21
S0000004937,A002413,Standard Class,2017-01-13
S0000004938,A002414,Standard Class,2014-01-18
S0000004939,A002414,Standard Class,2014-01-18
S0000004940,A002414,Standard Class,2014-01-18
S0000004941,A002415,Standard Class,2015-02-13
S0000004942,A002415,Standard Class,2015-02-13
S0000004943,A002415,Standard Class,2015-02-13
S0000004944,A002416,Standard Class,2017-12-27
S0000004945,A002417,First Class,2016-09-06
S0000004946,A002417,First Class,2016-09-06
S0000004947,A002417,First Class,2016-09-06
S0000004948,A002418,Standard Class,2014-10-09
S0000004949,A002053,Standard Class,2017-12-02
S0000004950,A002053,Standard Class,2017-12-02
S0000004951,A002419,Second Class,2016-11-01
S0000004952,A002420,Standard Class,2015-06-13
S0000004953,A002421,Second Class,2017-12-12
S0000004954,A002422,Standard Class,2015-03-20
S0000004955,A002423,Second Class,2014-06-13
S0000004956,A002423,Second Class,2014-06-13
S0000004957,A002423,Second Class,2014-06-13
S0000004958,A002424,Standard Class,2015-03-26
S0000004959,A002424,Standard Class,2015-03-26
S0000004960,A002425,Standard Class,2016-11-22
S0000004961,A002425,Standard Class,2016-11-22
S0000004962,A002426,First Class,2014-03-08
S0000004963,A002426,First Class,2014-03-08
S0000004964,A002426,First Class,2014-03-08
S0000004965,A002427,Second Class,2016-05-19
S0000004966,A002428,Second Class,2015-05-28
S0000004967,A002429,Second Class,2015-08-05
S0000004968,A002429,Second Class,2015-08-05
S0000004969,A002429,Second Class,2015-08-05
S0000004970,A002429,Second Class,2015-08-05
S0000004971,A002430,First Class,2016-11-09
S0000004972,A002430,First Class,2016-11-09
S0000004973,A002430,First Class,2016-11-09
S0000004974,A002430,First Class,2016-11-09
S0000004975,A002431,Standard Class,2016-11-12
S0000004976,A002432,Second Class,2015-09-23
S0000004977,A002433,First Class,2015-12-09
S0000004978,A002433,First Class,2015-12-09
S0000004979,A002433,First Class,2015-12-09
S0000004980,A002434,Second Class,2016-12-13
S0000004981,A002434,Second Class,2016-12-13
S0000004982,A002434,Second Class,2016-12-13
S0000004983,A002435,Standard Class,2014-11-22
S0000004984,A002436,Second Class,2016-11-10
S0000004985,A002437,Standard Class,2015-09-10
S0000004986,A002438,Same Day,2014-09-03
S0000004987,A002439,Standard Class,2016-04-28
S0000004988,A002439,Standard Class,2016-04-28
S0000004989,A002439,Standard Class,2016-04-28
S0000004990,A002440,Standard Class,2017-09-04
S0000004991,A002440,Standard Class,2017-09-04
S0000004992,A002441,Standard Class,2017-12-13
S0000004993,A002442,Standard Class,2015-12-25
S0000004994,A002442,Standard Class,2015-12-25
S0000004995,A002442,Standard Class,2015-12-25
S0000004996,A002443,Standard Class,2014-11-10
S0000004997,A002444,Standard Class,2017-03-15
S0000004998,A002444,Standard Class,2017-03-15
S0000004999,A002445,Standard Class,2016-02-04
S0000005000,A002445,Standard Class,2016-02-04
S0000005001,A002446,Standard Class,2017-05-12
S0000005002,A002447,Same Day,2016-05-24
S0000005003,A002447,Same Day,2016-05-24
S0000005004,A002448,Standard Class,2016-10-12
S0000005005,A002449,Second Class,2014-05-02
S0000005006,A002450,Second Class,2015-11-14
S0000005007,A002451,Standard Class,2015-11-14
S0000005008,A002451,Standard Class,2015-11-14
S0000005009,A002452,Standard Class,2015-09-14
S0000005010,A002452,Standard Class,2015-09-14
S0000005011,A002452,Standard Class,2015-09-14
S0000005012,A002453,First Class,2017-05-13
S0000005013,A002454,Standard Class,2017-07-26
S0000005014,A002454,Standard Class,2017-07-26
S0000005015,A002454,Standard Class,2017-07-26
S0000005016,A002455,Standard Class,2014-11-29
S0000005017,A002455,Standard Class,2014-11-29
S0000005018,A002456,First Class,2014-11-18
S0000005019,A002456,First Class,2014-11-18
S0000005020,A002456,First Class,2014-11-18
S0000005021,A002457,Second Class,2017-03-25
S0000005022,A002458,Standard Class,2016-12-24
S0000005023,A002458,Standard Class,2016-12-24
S0000005024,A002458,Standard Class,2016-12-24
S0000005025,A002459,Standard Class,2017-08-03
S0000005026,A002459,Standard Class,2017-08-03
S0000005027,A002459,Standard Class,2017-08-03
S0000005028,A002459,Standard Class,2017-08-03
S0000005029,A002460,Second Class,2014-09-07
S0000005030,A002461,Standard Class,2017-02-02
S0000005031,A002461,Standard Class,2017-02-02
S0000005032,A002461,Standard Class,2017-02-02
S0000005033,A002462,Standard Class,2017-01-02
S0000005034,A002462,Standard Class,2017-01-02
S0000005035,A002463,Second Class,2015-08-13
S0000005036,A002464,Standard Class,2014-04-12
S0000005037,A002464,Standard Class,2014-04-12
S0000005038,A002465,Second Class,2017-11-21
S0000005039,A002466,First Class,2015-07-12
S0000005040,A002466,First Class,2015-07-12
S0000005041,A002466,First Class,2015-07-12
S0000005042,A002467,Second Class,2016-11-13
S0000005043,A002467,Second Class,2016-11-13
S0000005044,A002467,Second Class,2016-11-13
S0000005045,A002467,Second Class,2016-11-13
S0000005046,A002467,Second Class,2016-11-13
S0000005047,A002467,Second Class,2016-11-13
S0000005048,A002467,Second Class,2016-11-13
S0000005049,A002468,Standard Class,2014-04-04
S0000005050,A002468,Standard Class,2014-04-04
S0000005051,A002469,Standard Class,2015-09-24
S0000005052,A002470,Standard Class,2015-11-11
S0000005053,A002471,Same Day,2017-05-19
S0000005054,A002472,Second Class,2015-01-08
S0000005055,A002472,Second Class,2015-01-08
S0000005056,A002472,Second Class,2015-01-08
S0000005057,A002473,First Class,2015-09-11
S0000005058,A002473,First Class,2015-09-11
S0000005059,A001631,Standard Class,2016-04-07
S0000005060,A002474,Second Class,2016-12-07
S0000005061,A002474,Second Class,2016-12-07
S0000005062,A002475,Standard Class,2015-05-12
S0000005063,A002475,Standard Class,2015-05-12
S0000005064,A002475,Standard Class,2015-05-12
S0000005065,A002476,First Class,2017-09-24
S0000005066,A002477,Standard Class,2017-12-07
S0000005067,A002477,Standard Class,2017-12-07
S0000005068,A002478,Standard Class,2017-01-19
S0000005069,A002479,Standard Class,2014-08-12
S0000005070,A002479,Standard Class,2014-08-12
S0000005071,A002479,Standard Class,2014-08-12
S0000005072,A002479,Standard Class,2014-08-12
S0000005073,A002479,Standard Class,2014-08-12
S0000005074,A002480,Same Day,2015-11-05
S0000005075,A002481,Second Class,2017-04-29
S0000005076,A002482,Second Class,2014-04-22
S0000005077,A002482,Second Class,2014-04-22
S0000005078,A002482,Second Class,2014-04-22
S0000005079,A002483,Standard Class,2017-11-17
S0000005080,A002484,Standard Class,2017-11-29
S0000005081,A002484,Standard Class,2017-11-29
S0000005082,A002485,Same Day,2015-12-18
S0000005083,A002486,Standard Class,2016-09-12
S0000005084,A002486,Standard Class,2016-09-12
S0000005085,A002487,Second Class,2016-06-09
S0000005086,A002488,Standard Class,2015-06-23
S0000005087,A002489,Standard Class,2015-03-09
S0000005088,A002489,Standard Class,2015-03-09
S0000005089,A002489,Standard Class,2015-03-09
S0000005090,A002490,First Class,2017-08-07
S0000005091,A002490,First Class,2017-08-07
S0000005092,A002491,Standard Class,2018-01-03
S0000005093,A002492,Standard Class,2015-05-27
S0000005094,A002493,Standard Class,2014-12-10
S0000005095,A002493,Standard Class,2014-12-10
S0000005096,A002493,Standard Class,2014-12-10
S0000005097,A002493,Standard Class,2014-12-10
S0000005098,A002493,Standard Class,2014-12-10
S0000005099,A002493,Standard Class,2014-12-10
S0000005100,A002494,Standard Class,2015-08-12
S0000005101,A002495,Same Day,2014-03-17
S0000005102,A002495,Same Day,2014-03-17
S0000005103,A002495,Same Day,2014-03-17
S0000005104,A002496,Second Class,2015-03-30
S0000005105,A002496,Second Class,2015-03-30
S0000005106,A002497,Standard Class,2014-12-20
S0000005107,A002498,Standard Class,2015-09-26
S0000005108,A002499,First Class,2017-04-26
S0000005109,A002499,First Class,2017-04-26
S0000005110,A002500,Standard Class,2014-10-22
S0000005111,A002500,Standard Class,2014-10-22
S0000005112,A002500,Standard Class,2014-10-22
S0000005113,A002501,Same Day,2015-11-13
S0000005114,A002502,Second Class,2016-02-02
S0000005115,A002503,Standard Class,2016-11-22
S0000005116,A002504,Standard Class,2017-07-29
S0000005117,A002505,Standard Class,2017-11-17
S0000005118,A002506,Standard Class,2015-10-03
S0000005119,A002506,Standard Class,2015-10-03
S0000005120,A002506,Standard Class,2015-10-03
S0000005121,A002507,Standard Class,2014-04-08
S0000005122,A002507,Standard Class,2014-04-08
S0000005123,A002507,Standard Class,2014-04-08
S0000005124,A002507,Standard Class,2014-04-08
S0000005125,A002508,Same Day,2014-09-14
S0000005126,A002508,Same Day,2014-09-14
S0000005127,A002508,Same Day,2014-09-14
S0000005128,A002508,Same Day,2014-09-14
S0000005129,A002508,Same Day,2014-09-14
S0000005130,A002508,Same Day,2014-09-14
S0000005131,A002508,Same Day,2014-09-14
S0000005132,A002509,Standard Class,2018-01-05
S0000005133,A002510,Standard Class,2015-06-27
S0000005134,A002511,Standard Class,2017-11-30
S0000005135,A002511,Standard Class,2017-11-30
S0000005136,A002512,Standard Class,2016-10-28
S0000005137,A002513,Standard Class,2015-12-19
S0000005138,A002514,Standard Class,2016-11-17
S0000005139,A002515,Standard Class,2017-10-05
S0000005140,A002515,Standard Class,2017-10-05
S0000005141,A002516,Standard Class,2015-11-12
S0000005142,A002517,Standard Class,2016-04-05
S0000005143,A002517,Standard Class,2016-04-05
S0000005144,A002517,Standard Class,2016-04-05
S0000005145,A002518,Standard Class,2017-02-07
S0000005146,A002518,Standard Class,2017-02-07
S0000005147,A002518,Standard Class,2017-02-07
S0000005148,A002519,Standard Class,2017-12-31
S0000005149,A002519,Standard Class,2017-12-31
S0000005150,A002520,Same Day,2014-06-21
S0000005151,A002521,Second Class,2017-03-10
S0000005152,A002522,First Class,2017-09-28
S0000005153,A002523,Standard Class,2014-07-06
S0000005154,A002523,Standard Class,2014-07-06
S0000005155,A002524,First Class,2015-08-08
S0000005156,A002524,First Class,2015-08-08
S0000005157,A002525,Second Class,2017-07-04
S0000005158,A002525,Second Class,2017-07-04
S0000005159,A002525,Second Class,2017-07-04
S0000005160,A002526,Second Class,2015-10-30
S0000005161,A002526,Second Class,2015-10-30
S0000005162,A002527,Standard Class,2014-08-05
S0000005163,A002528,Second Class,2016-11-23
S0000005164,A002529,Standard Class,2015-07-11
S0000005165,A002530,Standard Class,2014-11-16
S0000005166,A002530,Standard Class,2014-11-16
S0000005167,A002530,Standard Class,2014-11-16
S0000005168,A002530,Standard Class,2014-11-16
S0000005169,A002530,Standard Class,2014-11-16
S0000005170,A002530,Standard Class,2014-11-16
S0000005171,A002531,Second Class,2016-05-29
S0000005172,A002531,Second Class,2016-05-29
S0000005173,A002531,Second Class,2016-05-29
S0000005174,A002532,First Class,2015-03-10
S0000005175,A002533,Standard Class,2017-10-24
S0000005176,A002533,Standard Class,2017-10-24
S0000005177,A002534,First Class,2016-11-08
S0000005178,A002535,Standard Class,2016-12-30
S0000005179,A002536,Standard Class,2015-04-19
S0000005180,A002536,Standard Class,2015-04-19
S0000005181,A002536,Standard Class,2015-04-19
S0000005182,A002537,First Class,2017-09-15
S0000005183,A002537,First Class,2017-09-15
S0000005184,A002538,First Class,2017-09-27
S0000005185,A002538,First Class,2017-09-27
S0000005186,A002539,Standard Class,2015-10-15
S0000005187,A002540,Standard Class,2015-12-03
S0000005188,A002541,Standard Class,2015-09-18
S0000005189,A002541,Standard Class,2015-09-18
S0000005190,A002542,Standard Class,2017-11-18
S0000005191,A002542,Standard Class,2017-11-18
S0000005192,A002543,Standard Class,2017-05-09
S0000005193,A002544,Second Class,2014-12-01
S0000005194,A002544,Second Class,2014-12-01
S0000005195,A002544,Second Class,2014-12-01
S0000005196,A002544,Second Class,2014-12-01
S0000005197,A002545,Standard Class,2014-05-15
S0000005198,A002545,Standard Class,2014-05-15
S0000005199,A002546,Standard Class,2016-03-08
S0000005200,A002546,Standard Class,2016-03-08
S0000005201,A002546,Standard Class,2016-03-08
S0000005202,A002546,Standard Class,2016-03-08
S0000005203,A002547,Standard Class,2015-08-19
S0000005204,A002547,Standard Class,2015-08-19
S0000005205,A002548,Standard Class,2015-09-18
S0000005206,A002548,Standard Class,2015-09-18
S0000005207,A002548,Standard Class,2015-09-18
S0000005208,A002548,Standard Class,2015-09-18
S0000005209,A002548,Standard Class,2015-09-18
S0000005210,A002548,Standard Class,2015-09-18
S0000005211,A002549,Standard Class,2015-01-18
S0000005212,A002550,Second Class,2015-05-16
S0000005213,A002551,Same Day,2016-09-26
S0000005214,A002551,Same Day,2016-09-26
S0000005215,A002551,Same Day,2016-09-26
S0000005216,A002551,Same Day,2016-09-26
S0000005217,A002552,Standard Class,2017-09-15
S0000005218,A000529,Second Class,2017-04-17
S0000005219,A002553,Standard Class,2017-06-14
S0000005220,A002554,Same Day,2017-09-01
S0000005221,A002555,Standard Class,2014-06-20
S0000005222,A002556,Second Class,2017-05-22
S0000005223,A002556,Second Class,2017-05-22
S0000005224,A002556,Second Class,2017-05-22
S0000005225,A002557,Second Class,2017-09-17
S0000005226,A002558,Standard Class,2016-06-26
S0000005227,A002558,Standard Class,2016-06-26
S0000005228,A002558,Standard Class,2016-06-26
S0000005229,A002559,Standard Class,2014-12-01
S0000005230,A002560,Second Class,2017-03-22
S0000005231,A002560,Second Class,2017-03-22
S0000005232,A002560,Second Class,2017-03-22
S0000005233,A002560,Second Class,2017-03-22
S0000005234,A002561,Standard Class,2014-10-22
S0000005235,A002562,First Class,2017-08-23
S0000005236,A002563,First Class,2016-11-22
S0000005237,A002564,Standard Class,2014-09-24
S0000005238,A002564,Standard Class,2014-09-24
S0000005239,A002564,Standard Class,2014-09-24
S0000005240,A002565,Standard Class,2016-09-17
S0000005241,A002565,Standard Class,2016-09-17
S0000005242,A002566,Second Class,2016-09-26
S0000005243,A002567,Standard Class,2017-08-08
S0000005244,A002568,First Class,2016-07-26
S0000005245,A002569,Second Class,2016-08-04
S0000005246,A002569,Second Class,2016-08-04
S0000005247,A002569,Second Class,2016-08-04
S0000005248,A002570,Standard Class,2015-05-27
S0000005249,A002571,Second Class,2017-11-05
S0000005250,A002572,Standard Class,2015-04-21
S0000005251,A002573,Standard Class,2016-12-18
S0000005252,A002573,Standard Class,2016-12-18
S0000005253,A002574,First Class,2015-11-02
S0000005254,A002575,Second Class,2014-03-11
S0000005255,A002576,Second Class,2015-03-07
S0000005256,A002576,Second Class,2015-03-07
S0000005257,A002577,Standard Class,2016-08-14
S0000005258,A002578,Standard Class,2017-01-08
S0000005259,A002579,First Class,2017-10-11
S0000005260,A002580,Standard Class,2017-10-26
S0000005261,A002581,First Class,2014-09-10
S0000005262,A002581,First Class,2014-09-10
S0000005263,A002581,First Class,2014-09-10
S0000005264,A002581,First Class,2014-09-10
S0000005265,A002581,First Class,2014-09-10
S0000005266,A002582,First Class,2017-10-03
S0000005267,A002582,First Class,2017-10-03
S0000005268,A002582,First Class,2017-10-03
S0000005269,A002583,Standard Class,2017-11-21
S0000005270,A002584,Same Day,2017-09-11
S0000005271,A002584,Same Day,2017-09-11
S0000005272,A002585,Same Day,2017-01-16
S0000005273,A002585,Same Day,2017-01-16
S0000005274,A002586,First Class,2016-11-29
S0000005275,A002587,Second Class,2015-11-09
S0000005276,A002588,Standard Class,2017-12-20
S0000005277,A002588,Standard Class,2017-12-20
S0000005278,A002589,Standard Class,2014-09-17
S0000005279,A002590,Standard Class,2014-12-13
S0000005280,A002591,Standard Class,2017-09-11
S0000005281,A001795,Standard Class,2017-10-12
S0000005282,A002592,Standard Class,2015-09-10
S0000005283,A002592,Standard Class,2015-09-10
S0000005284,A000331,Standard Class,2014-04-04
S0000005285,A000331,Standard Class,2014-04-04
S0000005286,A002593,First Class,2017-05-06
S0000005287,A002593,First Class,2017-05-06
S0000005288,A002593,First Class,2017-05-06
S0000005289,A002594,Standard Class,2017-05-05
S0000005290,A002595,Standard Class,2014-09-15
S0000005291,A002595,Standard Class,2014-09-15
S0000005292,A002595,Standard Class,2014-09-15
S0000005293,A002596,First Class,2017-06-23
S0000005294,A002597,Standard Class,2015-12-30
S0000005295,A002598,Standard Class,2017-08-19
S0000005296,A002599,Standard Class,2017-03-09
S0000005297,A002600,Standard Class,2017-07-31
S0000005298,A002600,Standard Class,2017-07-31
S0000005299,A002601,First Class,2016-09-26
S0000005300,A002601,First Class,2016-09-26
S0000005301,A002602,Standard Class,2016-06-03
S0000005302,A002602,Standard Class,2016-06-03
S0000005303,A002602,Standard Class,2016-06-03
S0000005304,A002603,Standard Class,2014-11-20
S0000005305,A002604,First Class,2014-09-23
S0000005306,A002605,Standard Class,2016-02-26
S0000005307,A002605,Standard Class,2016-02-26
S0000005308,A002605,Standard Class,2016-02-26
S0000005309,A002606,First Class,2017-11-21
S0000005310,A002606,First Class,2017-11-21
S0000005311,A002606,First Class,2017-11-21
S0000005312,A002607,Standard Class,2016-08-27
S0000005313,A002607,Standard Class,2016-08-27
S0000005314,A002608,Standard Class,2017-05-05
S0000005315,A002608,Standard Class,2017-05-05
S0000005316,A002609,Standard Class,2016-05-08
S0000005317,A002610,First Class,2017-10-05
S0000005318,A002610,First Class,2017-10-05
S0000005319,A002610,First Class,2017-10-05
S0000005320,A002610,First Class,2017-10-05
S0000005321,A002610,First Class,2017-10-05
S0000005322,A002610,First Class,2017-10-05
S0000005323,A002610,First Class,2017-10-05
S0000005324,A002611,Second Class,2017-09-23
S0000005325,A002612,Standard Class,2015-12-09
S0000005326,A002612,Standard Class,2015-12-09
S0000005327,A002613,Standard Class,2015-01-22
S0000005328,A002614,Second Class,2014-01-08
S0000005329,A002615,Standard Class,2015-03-09
S0000005330,A002616,Second Class,2016-12-28
S0000005331,A002617,Standard Class,2016-09-08
S0000005332,A002617,Standard Class,2016-09-08
S0000005333,A002617,Standard Class,2016-09-08
S0000005334,A002618,Standard Class,2014-09-01
S0000005335,A002618,Standard Class,2014-09-01
S0000005336,A002618,Standard Class,2014-09-01
S0000005337,A002619,Standard Class,2015-05-25
S0000005338,A002620,Standard Class,2017-10-21
S0000005339,A002621,Second Class,2015-11-14
S0000005340,A002621,Second Class,2015-11-14
S0000005341,A002621,Second Class,2015-11-14
S0000005342,A002621,Second Class,2015-11-14
S0000005343,A002622,Standard Class,2014-11-27
S0000005344,A002622,Standard Class,2014-11-27
S0000005345,A002623,Second Class,2015-10-13
S0000005346,A002624,Second Class,2017-03-23
S0000005347,A002624,Second Class,2017-03-23
S0000005348,A002624,Second Class,2017-03-23
S0000005349,A002625,Standard Class,2015-01-10
S0000005350,A002625,Standard Class,2015-01-10
S0000005351,A002626,Standard Class,2017-12-16
S0000005352,A002627,Standard Class,2016-09-12
S0000005353,A002627,Standard Class,2016-09-12
S0000005354,A002628,First Class,2016-09-06
S0000005355,A002629,Standard Class,2014-05-19
S0000005356,A002629,Standard Class,2014-05-19
S0000005357,A002630,Standard Class,2016-10-03
S0000005358,A002631,Standard Class,2014-08-11
S0000005359,A002631,Standard Class,2014-08-11
S0000005360,A002631,Standard Class,2014-08-11
